Carl Laemmle	Universal Studios
Laemmle	Universal Studios
Adam Kessel	Universal Pictures
Kessel	Universal Pictures
Mark Dintenfass	Universal Pictures
Dintenfass	Universal Pictures
Pat Powers	Universal Pictures
Powers	Universal Pictures
David Horsley	Universal Pictures
Horsley	Universal Pictures
Charles O. Baumann	Universal Pictures
Baumann	Universal Pictures
William Swanson	Universal Pictures
Swanson	Universal Pictures
Jules Brulatour	Universal Pictures
Brulatour	Universal Pictures
Carl Laemmle	Universal Pictures
Laemmle	Universal Pictures
Adam Kessel	Universal City Studios
Kessel	Universal City Studios
Mark Dintenfass	Universal City Studios
Dintenfass	Universal City Studios
Pat Powers	Universal City Studios
Powers	Universal City Studios
David Horsley	Universal City Studios
Horsley	Universal City Studios
Charles O. Baumann	Universal City Studios
Baumann	Universal City Studios
William Swanson	Universal City Studios
Swanson	Universal City Studios
Jules Brulatour	Universal City Studios
Brulatour	Universal City Studios
Carl Laemmle	Universal City Studios
Laemmle	Universal City Studios
Adam Kessel	Universal Pictures Company
Kessel	Universal Pictures Company
Mark Dintenfass	Universal Pictures Company
Dintenfass	Universal Pictures Company
Pat Powers	Universal Pictures Company
Powers	Universal Pictures Company
David Horsley	Universal Pictures Company
Horsley	Universal Pictures Company
Charles O. Baumann	Universal Pictures Company
Baumann	Universal Pictures Company
William Swanson	Universal Pictures Company
Swanson	Universal Pictures Company
Jules Brulatour	Universal Pictures Company
Brulatour	Universal Pictures Company
Carl Laemmle	Universal Pictures Company
Laemmle	Universal Pictures Company
Adam Kessel	Universal Pictures Music
Kessel	Universal Pictures Music
Mark Dintenfass	Universal Pictures Music
Dintenfass	Universal Pictures Music
Pat Powers	Universal Pictures Music
Powers	Universal Pictures Music
David Horsley	Universal Pictures Music
Horsley	Universal Pictures Music
Charles O. Baumann	Universal Pictures Music
Baumann	Universal Pictures Music
William Swanson	Universal Pictures Music
Swanson	Universal Pictures Music
Jules Brulatour	Universal Pictures Music
Brulatour	Universal Pictures Music
Carl Laemmle	Universal Pictures Music
Laemmle	Universal Pictures Music
Adam Kessel	Universal Pictures International (UPI)
Kessel	Universal Pictures International (UPI)
Mark Dintenfass	Universal Pictures International (UPI)
Dintenfass	Universal Pictures International (UPI)
Pat Powers	Universal Pictures International (UPI)
Powers	Universal Pictures International (UPI)
David Horsley	Universal Pictures International (UPI)
Horsley	Universal Pictures International (UPI)
Charles O. Baumann	Universal Pictures International (UPI)
Baumann	Universal Pictures International (UPI)
William Swanson	Universal Pictures International (UPI)
Swanson	Universal Pictures International (UPI)
Jules Brulatour	Universal Pictures International (UPI)
Brulatour	Universal Pictures International (UPI)
Carl Laemmle	Universal Pictures International (UPI)
Laemmle	Universal Pictures International (UPI)
Wendy Kopp	Teach For America
Kopp	Teach For America
Wendy Kopp	Teach for America Inc
Kopp	Teach for America Inc
Bill Bowerman	Nike, Inc.
Bowerman	Nike, Inc.
Phil Knight	Nike, Inc.
Knight	Nike, Inc.
Bill Bowerman	Nike
Bowerman	Nike
Phil Knight	Nike
Knight	Nike
Bill Bowerman	Blue Ribbon Sports
Bowerman	Blue Ribbon Sports
Phil Knight	Blue Ribbon Sports
Knight	Blue Ribbon Sports
Bill Bowerman	Nike, Inc.
Bowerman	Nike, Inc.
Phil Knight	Nike, Inc.
Knight	Nike, Inc.
Bill Bowerman	Blue Ribbon Sports. Inc
Bowerman	Blue Ribbon Sports. Inc
Phil Knight	Blue Ribbon Sports. Inc
Knight	Blue Ribbon Sports. Inc
Alfred J. Billes	Canadian Tire
Billes	Canadian Tire
Alfred J. Billes	Canadian Tire Corp Ltd
Billes	Canadian Tire Corp Ltd
Alfred J. Billes	Canadian Tire Corporation Limited
Billes	Canadian Tire Corporation Limited
E. W. Scripps	E. W. Scripps Company
Scripps	E. W. Scripps Company
E. W. Scripps	Scripps Howard Broadcasting
Scripps	Scripps Howard Broadcasting
E. W. Scripps	Scripps Media, Inc.
Scripps	Scripps Media, Inc.
James L. Kraft	Kraft Foods
Kraft	Kraft Foods
James L. Kraft	Kraft Foods Inc.
Kraft	Kraft Foods Inc.
Harold Butler	Denny's
Butler	Denny's
Harold Butler	FLAGSTAR COMPANIES INC
Butler	FLAGSTAR COMPANIES INC
Harold Butler	DENNYS CORP
Butler	DENNYS CORP
Harold Butler	ADVANTICA RESTAURANT GROUP INC
Butler	ADVANTICA RESTAURANT GROUP INC
Joseph C. Wilson	Xerox
Wilson	Xerox
Chester Carlson	Xerox
Carlson	Xerox
Joseph C. Wilson	Xerox Corporation
Wilson	Xerox Corporation
Chester Carlson	Xerox Corporation
Carlson	Xerox Corporation
Robert Kapito	BlackRock
Kapito	BlackRock
Laurence D. Fink	BlackRock
Fink	BlackRock
Robert Kapito	BlackRock Inc
Kapito	BlackRock Inc
Laurence D. Fink	BlackRock Inc
Fink	BlackRock Inc
Robert Kapito	BlackRock Inc.
Kapito	BlackRock Inc.
Laurence D. Fink	BlackRock Inc.
Fink	BlackRock Inc.
Robert Kapito	NEW BLACKROCK INC
Kapito	NEW BLACKROCK INC
Laurence D. Fink	NEW BLACKROCK INC
Fink	NEW BLACKROCK INC
Robert Kapito	BlackRock Holdco 2 Inc
Kapito	BlackRock Holdco 2 Inc
Laurence D. Fink	BlackRock Holdco 2 Inc
Fink	BlackRock Holdco 2 Inc
Robert Kapito	BlackRock Holdco 2, Inc
Kapito	BlackRock Holdco 2, Inc
Laurence D. Fink	BlackRock Holdco 2, Inc
Fink	BlackRock Holdco 2, Inc
Alan N. Braverman	Geni
Braverman	Geni
David O. Sacks	Geni
Sacks	Geni
Scott D. Cook	Intuit
Cook	Intuit
Tom Proulx	Intuit
Proulx	Intuit
Scott D. Cook	Intuit
Cook	Intuit
Tom Proulx	Intuit
Proulx	Intuit
Scott D. Cook	Intuit Inc.
Cook	Intuit Inc.
Tom Proulx	Intuit Inc.
Proulx	Intuit Inc.
Ernest Oppenheimer	Anglo American plc
Oppenheimer	Anglo American plc
J. P. Morgan	Anglo American plc
Morgan	Anglo American plc
Ernest Oppenheimer	Marathon Oil Corporation
Oppenheimer	Marathon Oil Corporation
J. P. Morgan	Marathon Oil Corporation
Morgan	Marathon Oil Corporation
Mortimer Zuckerman	Boston Properties
Zuckerman	Boston Properties
Edward H Linde	Boston Properties
Linde	Boston Properties
JB Straubel	Tesla Motors
Straubel	Tesla Motors
Elon Musk	Tesla Motors
Musk	Tesla Motors
Marc Tarpenning	Tesla Motors
Tarpenning	Tesla Motors
Martin Eberhard	Tesla Motors
Eberhard	Tesla Motors
Ian Wright	Tesla Motors
Wright	Tesla Motors
JB Straubel	Tesla Motors Inc .
Straubel	Tesla Motors Inc .
Elon Musk	Tesla Motors Inc .
Musk	Tesla Motors Inc .
Marc Tarpenning	Tesla Motors Inc .
Tarpenning	Tesla Motors Inc .
Martin Eberhard	Tesla Motors Inc .
Eberhard	Tesla Motors Inc .
Ian Wright	Tesla Motors Inc .
Wright	Tesla Motors Inc .
Fung King Hey	Sun Hung Kai Properties
Hey	Sun Hung Kai Properties
Lee Shau-kee	Sun Hung Kai Properties
Shau-kee	Sun Hung Kai Properties
Jeffrey Katzenberg	DreamWorks Animation
Katzenberg	DreamWorks Animation
Steven Spielberg	DreamWorks Animation
Spielberg	DreamWorks Animation
David Geffen	DreamWorks Animation
Geffen	DreamWorks Animation
Jeffrey Katzenberg	DreamWorks Animation SKG, Inc.
Katzenberg	DreamWorks Animation SKG, Inc.
Steven Spielberg	DreamWorks Animation SKG, Inc.
Spielberg	DreamWorks Animation SKG, Inc.
David Geffen	DreamWorks Animation SKG, Inc.
Geffen	DreamWorks Animation SKG, Inc.
Jeffrey Katzenberg	DreamWorks Animation Inc.
Katzenberg	DreamWorks Animation Inc.
Steven Spielberg	DreamWorks Animation Inc.
Spielberg	DreamWorks Animation Inc.
David Geffen	DreamWorks Animation Inc.
Geffen	DreamWorks Animation Inc.
Robert D. Walter	Cardinal Health
Walter	Cardinal Health
Robert D. Walter	Cardinal Health Inc
Walter	Cardinal Health Inc
Robert D. Walter	CARDINAL DISTRIBUTION INC
Walter	CARDINAL DISTRIBUTION INC
Jerry Fiddler	Wind River Systems
Fiddler	Wind River Systems
John S. Reed	Citigroup
Reed	Citigroup
Sanford I. Weill	Citigroup
Weill	Citigroup
John S. Reed	Citigroup Inc.
Reed	Citigroup Inc.
Sanford I. Weill	Citigroup Inc.
Weill	Citigroup Inc.
John S. Reed	TRAVELERS GROUP INC
Reed	TRAVELERS GROUP INC
Sanford I. Weill	TRAVELERS GROUP INC
Weill	TRAVELERS GROUP INC
John S. Reed	CITIGROUP INC
Reed	CITIGROUP INC
Sanford I. Weill	CITIGROUP INC
Weill	CITIGROUP INC
John S. Reed	TRAVELERS INC
Reed	TRAVELERS INC
Sanford I. Weill	TRAVELERS INC
Weill	TRAVELERS INC
John S. Reed	Citi
Reed	Citi
Sanford I. Weill	Citi
Weill	Citi
Steve Wynn	Wynn Resorts
Wynn	Wynn Resorts
Steve Wynn	Wynn Resorts Limited
Wynn	Wynn Resorts Limited
Patricia Russo	Lucent
Russo	Lucent
Patricia Russo	Lucent Technologies, Inc.
Russo	Lucent Technologies, Inc.
Patricia Russo	Alcatel-Lucent
Russo	Alcatel-Lucent
Joseph Safra	Safra National Bank of New York
Safra	Safra National Bank of New York
Charles Lewis Tiffany	Tiffany &amp; Co.
Tiffany	Tiffany &amp; Co.
Teddy Young	Tiffany &amp; Co.
Young	Tiffany &amp; Co.
Charles Lewis Tiffany	Tiffany
Tiffany	Tiffany
Teddy Young	Tiffany
Young	Tiffany
Charles Lewis Tiffany	Tiffany &amp; Company
Tiffany	Tiffany &amp; Company
Teddy Young	Tiffany &amp; Company
Young	Tiffany &amp; Company
Charles Lewis Tiffany	Tiffany and Company
Tiffany	Tiffany and Company
Teddy Young	Tiffany and Company
Young	Tiffany and Company
John Johnston	Northwestern Mutual
Johnston	Northwestern Mutual
Bill Coleman	BEA Systems
Coleman	BEA Systems
Edward W. Scott	BEA Systems
Scott	BEA Systems
Alfred Chuang	BEA Systems
Chuang	BEA Systems
Bill Coleman	BEA
Coleman	BEA
Edward W. Scott	BEA
Scott	BEA
Alfred Chuang	BEA
Chuang	BEA
William Fargo	Wells Fargo
Fargo	Wells Fargo
Henry Wells	Wells Fargo
Wells	Wells Fargo
William Fargo	Wells Fargo Bank
Fargo	Wells Fargo Bank
Henry Wells	Wells Fargo Bank
Wells	Wells Fargo Bank
William Fargo	WFC
Fargo	WFC
Henry Wells	WFC
Wells	WFC
William Fargo	NORWEST CORP
Fargo	NORWEST CORP
Henry Wells	NORWEST CORP
Wells	NORWEST CORP
William Fargo	WELLS FARGO &amp; CO/MN
Fargo	WELLS FARGO &amp; CO/MN
Henry Wells	WELLS FARGO &amp; CO/MN
Wells	WELLS FARGO &amp; CO/MN
William Fargo	WELLS FARGO &amp; CO
Fargo	WELLS FARGO &amp; CO
Henry Wells	WELLS FARGO &amp; CO
Wells	WELLS FARGO &amp; CO
Eddy Hartenstein	DIRECTV
Hartenstein	DIRECTV
Eddy Hartenstein	DIRECTV GROUP INC
Hartenstein	DIRECTV GROUP INC
Eddy Hartenstein	HUGHES ELECTRONICS CORP
Hartenstein	HUGHES ELECTRONICS CORP
Eddy Hartenstein	DirecTV
Hartenstein	DirecTV
Eddy Hartenstein	Hughes Electronics
Hartenstein	Hughes Electronics
Eddy Hartenstein	DirecTV Group
Hartenstein	DirecTV Group
Bruton Smith	Speedway Motorsports
Smith	Speedway Motorsports
Ernest Harrison	Vodafone Group Plc
Harrison	Vodafone Group Plc
Gerry Whent	Vodafone Group Plc
Whent	Vodafone Group Plc
Ernest Harrison	Vodafone
Harrison	Vodafone
Gerry Whent	Vodafone
Whent	Vodafone
Ernest Harrison	VODAFONE AIRTOUCH PUBLIC Ltd CO
Harrison	VODAFONE AIRTOUCH PUBLIC Ltd CO
Gerry Whent	VODAFONE AIRTOUCH PUBLIC Ltd CO
Whent	VODAFONE AIRTOUCH PUBLIC Ltd CO
Ernest Harrison	VODAFONE GROUP PUBLIC LTD CO
Harrison	VODAFONE GROUP PUBLIC LTD CO
Gerry Whent	VODAFONE GROUP PUBLIC LTD CO
Whent	VODAFONE GROUP PUBLIC LTD CO
Peter Nicholas	Boston Scientific
Nicholas	Boston Scientific
John Abele	Boston Scientific
Abele	Boston Scientific
Joe Ricketts	TD Ameritrade
Ricketts	TD Ameritrade
Joe Ricketts	TD AMERITRADE HOLDING CORP
Ricketts	TD AMERITRADE HOLDING CORP
Joe Ricketts	AMERITRADE HOLDING CORP
Ricketts	AMERITRADE HOLDING CORP
Joe Ricketts	ARROW STOCK HOLDING CORP
Ricketts	ARROW STOCK HOLDING CORP
Charles Dolan	Cablevision
Dolan	Cablevision
Charles Dolan	CSC PARENT CORP
Dolan	CSC PARENT CORP
Charles Dolan	CABLEVISION SYSTEMS CORP
Dolan	CABLEVISION SYSTEMS CORP
Charles Dolan	CABLEVISIONS SYSTEM CORP
Dolan	CABLEVISIONS SYSTEM CORP
Charles Dolan	CABLEVISION SYSTEMS CORP /NY
Dolan	CABLEVISION SYSTEMS CORP /NY
Charles Dolan	CSC HOLDINGS LLC
Dolan	CSC HOLDINGS LLC
Charles Dolan	CSC HOLDINGS INC
Dolan	CSC HOLDINGS INC
David Margolese	Sirius Satellite Radio
Margolese	Sirius Satellite Radio
Martine Rothblatt	Sirius Satellite Radio
Rothblatt	Sirius Satellite Radio
Robert Briskman	Sirius Satellite Radio
Briskman	Sirius Satellite Radio
David Margolese	SIRIUS XM RADIO INC
Margolese	SIRIUS XM RADIO INC
Martine Rothblatt	SIRIUS XM RADIO INC
Rothblatt	SIRIUS XM RADIO INC
Robert Briskman	SIRIUS XM RADIO INC
Briskman	SIRIUS XM RADIO INC
David Margolese	CD RADIO INC
Margolese	CD RADIO INC
Martine Rothblatt	CD RADIO INC
Rothblatt	CD RADIO INC
Robert Briskman	CD RADIO INC
Briskman	CD RADIO INC
David Margolese	SIRIUS SATELLITE RADIO INC
Margolese	SIRIUS SATELLITE RADIO INC
Martine Rothblatt	SIRIUS SATELLITE RADIO INC
Rothblatt	SIRIUS SATELLITE RADIO INC
Robert Briskman	SIRIUS SATELLITE RADIO INC
Briskman	SIRIUS SATELLITE RADIO INC
Homer Stryker	Stryker Corporation
Stryker	Stryker Corporation
Randy Michaels	Local TV LLC
Michaels	Local TV LLC
Randy Michaels	Local TV
Michaels	Local TV
Emmanuel Janssen	UCB
Janssen	UCB
Emmanuel Janssen	UCB SA
Janssen	UCB SA
Jules Delhaize	Delhaize Group
Delhaize	Delhaize Group
Jules Delhaize	DELHAIZE BROTHERS &amp; CO THE LION ESTABLISHMENT
Delhaize	DELHAIZE BROTHERS &amp; CO THE LION ESTABLISHMENT
Jules Delhaize	ETABLISSEMENTS DELHAIZE FRERES ET CIE LELION SA
Delhaize	ETABLISSEMENTS DELHAIZE FRERES ET CIE LELION SA
Jules Delhaize	DELHAIZE GROUP
Delhaize	DELHAIZE GROUP
Jules Delhaize	FOOD LION INC
Delhaize	FOOD LION INC
Jules Delhaize	DELHAIZE AMERICA INC
Delhaize	DELHAIZE AMERICA INC
Norm Waitt	Gateway, Inc.
Waitt	Gateway, Inc.
Norm Waitt	GATEWAY 2000 INC
Waitt	GATEWAY 2000 INC
Norm Waitt	GATEWAY INC
Waitt	GATEWAY INC
Henry Jarvis Raymond	The New York Times Company
Raymond	The New York Times Company
George Jones	The New York Times Company
Jones	The New York Times Company
Henry Jarvis Raymond	New York Times Company
Raymond	New York Times Company
George Jones	New York Times Company
Jones	New York Times Company
Michael Redstone	National Amusements
Redstone	National Amusements
Alfred Horatio Belo	Belo Corporation
Belo	Belo Corporation
Alfred Horatio Belo	A. H. Belo Corporation
Belo	A. H. Belo Corporation
Alfred Horatio Belo	Belo Broadcasting Corporation
Belo	Belo Broadcasting Corporation
Alfred Horatio Belo	Belo Corp.
Belo	Belo Corp.
Nik Powell	Virgin Group
Powell	Virgin Group
Richard Branson	Virgin Group
Branson	Virgin Group
Nik Powell	Virgin Games
Powell	Virgin Games
Richard Branson	Virgin Games
Branson	Virgin Games
Nik Powell	Virgin Games, Inc.
Powell	Virgin Games, Inc.
Richard Branson	Virgin Games, Inc.
Branson	Virgin Games, Inc.
Nik Powell	Virgin Group Ltd.
Powell	Virgin Group Ltd.
Richard Branson	Virgin Group Ltd.
Branson	Virgin Group Ltd.
Eli Lilly	Eli Lilly and Company
Lilly	Eli Lilly and Company
Eli Lilly	LILLY ELI &amp; CO ET AL
Lilly	LILLY ELI &amp; CO ET AL
Eli Lilly	LILLY ELI &amp; CO
Lilly	LILLY ELI &amp; CO
Ray Noorda	Novell
Noorda	Novell
Drew Major	Novell
Major	Novell
Ray Noorda	Novell, Inc.
Noorda	Novell, Inc.
Drew Major	Novell, Inc.
Major	Novell, Inc.
Nathan Cummings	Sara Lee Corporation
Cummings	Sara Lee Corporation
Nathan Cummings	LEE SARA CORP
Cummings	LEE SARA CORP
Nathan Cummings	Sara Lee Corp
Cummings	Sara Lee Corp
Nathan Cummings	Sara Lee Corporation
Cummings	Sara Lee Corporation
Nathan Cummings	Sara Lee
Cummings	Sara Lee
Dwayne Andreas	Archer Daniels Midland
Andreas	Archer Daniels Midland
George A. Archer	Archer Daniels Midland
Archer	Archer Daniels Midland
Dwayne Andreas	ADM
Andreas	ADM
George A. Archer	ADM
Archer	ADM
Dwayne Andreas	Archer Daniels Midland Co
Andreas	Archer Daniels Midland Co
George A. Archer	Archer Daniels Midland Co
Archer	Archer Daniels Midland Co
Dwayne Andreas	Archer Daniels Midland Company
Andreas	Archer Daniels Midland Company
George A. Archer	Archer Daniels Midland Company
Archer	Archer Daniels Midland Company
Chad Hurley	YouTube
Hurley	YouTube
Steve Chen	YouTube
Chen	YouTube
Jawed Karim	YouTube
Karim	YouTube
Chad Hurley	YouTube LLC
Hurley	YouTube LLC
Steve Chen	YouTube LLC
Chen	YouTube LLC
Jawed Karim	YouTube LLC
Karim	YouTube LLC
Chad Hurley	Youtube
Hurley	Youtube
Steve Chen	Youtube
Chen	Youtube
Jawed Karim	Youtube
Karim	Youtube
Chad Hurley	YouTube, LLC
Hurley	YouTube, LLC
Steve Chen	YouTube, LLC
Chen	YouTube, LLC
Jawed Karim	YouTube, LLC
Karim	YouTube, LLC
Chad Hurley	ютубе
Hurley	ютубе
Steve Chen	ютубе
Chen	ютубе
Jawed Karim	ютубе
Karim	ютубе
Will Keith Kellogg	Kellogg's
Kellogg	Kellogg's
Will Keith Kellogg	Kellogg's
Kellogg	Kellogg's
Will Keith Kellogg	Kellogg
Kellogg	Kellogg
Will Keith Kellogg	Kellogg's of Battle Creek
Kellogg	Kellogg's of Battle Creek
Will Keith Kellogg	Kellogg Company
Kellogg	Kellogg Company
Leo Mechelin	Nokia
Mechelin	Nokia
Fredrik Idestam	Nokia
Idestam	Nokia
Leo Mechelin	Nokia Oyj
Mechelin	Nokia Oyj
Fredrik Idestam	Nokia Oyj
Idestam	Nokia Oyj
Leo Mechelin	Nokia Corporation
Mechelin	Nokia Corporation
Fredrik Idestam	Nokia Corporation
Idestam	Nokia Corporation
Robert B. Goergen	Blyth, Inc.
Goergen	Blyth, Inc.
Robert B. Goergen	Blyth, Inc.
Goergen	Blyth, Inc.
Robert B. Goergen	BLYTH INDUSTRIES INC
Goergen	BLYTH INDUSTRIES INC
Robert B. Goergen	BLYTH INC
Goergen	BLYTH INC
Robert B. Goergen	Blyth Inc.
Goergen	Blyth Inc.
Ian Wilson	WEXAS
Wilson	WEXAS
David A. Steinberg	InPhonic
Steinberg	InPhonic
John H. McConnell	Worthington Industries
McConnell	Worthington Industries
Howard Vollum	Tektronix
Vollum	Tektronix
Francisco Dsouza	Cognizant
Dsouza	Cognizant
Kumar Mahadeva	Cognizant
Mahadeva	Cognizant
Hugh Hefner	Playboy Enterprises
Hefner	Playboy Enterprises
Hugh Hefner	NEW PLAYBOY INC
Hefner	NEW PLAYBOY INC
Hugh Hefner	PLAYBOY ENTERPRISES INC
Hefner	PLAYBOY ENTERPRISES INC
Hugh Hefner	Playboy Enterprises, Inc.
Hefner	Playboy Enterprises, Inc.
Hugh Hefner	PLAYBOY ENTERPRISES INTERNATIONAL, INC
Hefner	PLAYBOY ENTERPRISES INTERNATIONAL, INC
Hugh Hefner	PLAYBOY ENTERPRISES INTERNATIONAL INC
Hefner	PLAYBOY ENTERPRISES INTERNATIONAL INC
William A. Davidson	Harley-Davidson Motor Company
Davidson	Harley-Davidson Motor Company
William S. Harley	Harley-Davidson Motor Company
Harley	Harley-Davidson Motor Company
Walter Davidson	Harley-Davidson Motor Company
Davidson	Harley-Davidson Motor Company
Arthur Davidson	Harley-Davidson Motor Company
Davidson	Harley-Davidson Motor Company
William A. Davidson	Harley-Davidson Inc
Davidson	Harley-Davidson Inc
William S. Harley	Harley-Davidson Inc
Harley	Harley-Davidson Inc
Walter Davidson	Harley-Davidson Inc
Davidson	Harley-Davidson Inc
Arthur Davidson	Harley-Davidson Inc
Davidson	Harley-Davidson Inc
William A. Davidson	H-D
Davidson	H-D
William S. Harley	H-D
Harley	H-D
Walter Davidson	H-D
Davidson	H-D
Arthur Davidson	H-D
Davidson	H-D
William A. Davidson	Harley
Davidson	Harley
William S. Harley	Harley
Harley	Harley
Walter Davidson	Harley
Davidson	Harley
Arthur Davidson	Harley
Davidson	Harley
William A. Davidson	Harley Davidson Motor Co Inc
Davidson	Harley Davidson Motor Co Inc
William S. Harley	Harley Davidson Motor Co Inc
Harley	Harley Davidson Motor Co Inc
Walter Davidson	Harley Davidson Motor Co Inc
Davidson	Harley Davidson Motor Co Inc
Arthur Davidson	Harley Davidson Motor Co Inc
Davidson	Harley Davidson Motor Co Inc
William A. Davidson	Harley-Davidson Motor Company, Inc
Davidson	Harley-Davidson Motor Company, Inc
William S. Harley	Harley-Davidson Motor Company, Inc
Harley	Harley-Davidson Motor Company, Inc
Walter Davidson	Harley-Davidson Motor Company, Inc
Davidson	Harley-Davidson Motor Company, Inc
Arthur Davidson	Harley-Davidson Motor Company, Inc
Davidson	Harley-Davidson Motor Company, Inc
William A. Davidson	Harley Davidson Motor Co Operations Inc
Davidson	Harley Davidson Motor Co Operations Inc
William S. Harley	Harley Davidson Motor Co Operations Inc
Harley	Harley Davidson Motor Co Operations Inc
Walter Davidson	Harley Davidson Motor Co Operations Inc
Davidson	Harley Davidson Motor Co Operations Inc
Arthur Davidson	Harley Davidson Motor Co Operations Inc
Davidson	Harley Davidson Motor Co Operations Inc
William A. Davidson	Harley-Davidson Motor Company Operations, Inc
Davidson	Harley-Davidson Motor Company Operations, Inc
William S. Harley	Harley-Davidson Motor Company Operations, Inc
Harley	Harley-Davidson Motor Company Operations, Inc
Walter Davidson	Harley-Davidson Motor Company Operations, Inc
Davidson	Harley-Davidson Motor Company Operations, Inc
Arthur Davidson	Harley-Davidson Motor Company Operations, Inc
Davidson	Harley-Davidson Motor Company Operations, Inc
James Buchanan Duke	Duke Energy
Duke	Duke Energy
James Buchanan Duke	DEER HOLDING CORP
Duke	DEER HOLDING CORP
James Buchanan Duke	DUKE ENERGY HOLDING CORP
Duke	DUKE ENERGY HOLDING CORP
James Buchanan Duke	Duke Energy CORP
Duke	Duke Energy CORP
Rupert Murdoch	News Corporation
Murdoch	News Corporation
Rupert Murdoch	News Corp
Murdoch	News Corp
Antonius Johannes Jurgens	Unilever
Jurgens	Unilever
Antonius Johannes Jurgens	Unilever NV
Jurgens	Unilever NV
Enos Collins	Canadian Imperial Bank of Commerce
Collins	Canadian Imperial Bank of Commerce
Enos Collins	CANADIAN IMPERIAL BANK OF COMMERCE
Collins	CANADIAN IMPERIAL BANK OF COMMERCE
Enos Collins	CANADIAN IMPERIAL BANK OF COMMERCE /CAN/
Collins	CANADIAN IMPERIAL BANK OF COMMERCE /CAN/
Chaudhary Raghvendra Singh	DLF
Singh	DLF
Chaudhary Raghvendra Singh	Dlf
Singh	Dlf
Ray Stata	Analog Devices
Stata	Analog Devices
Ray Stata	Inc. Analog Devices
Stata	Inc. Analog Devices
Ray Stata	Analog Devices Inc.
Stata	Analog Devices Inc.
Henry Walton Smith	WHSmith
Smith	WHSmith
William Henry Smith	WHSmith
Smith	WHSmith
Henry Walton Smith	W. H. Smith Staff
Smith	W. H. Smith Staff
William Henry Smith	W. H. Smith Staff
Smith	W. H. Smith Staff
Henry Walton Smith	London: W. H. Smith
Smith	London: W. H. Smith
William Henry Smith	London: W. H. Smith
Smith	London: W. H. Smith
Henry Walton Smith	W H Smith
Smith	W H Smith
William Henry Smith	W H Smith
Smith	W H Smith
Vagit Alekperov	Lukoil
Alekperov	Lukoil
Vagit Alekperov	Neftyanaya kompaniya LUKOIL OAO
Alekperov	Neftyanaya kompaniya LUKOIL OAO
Asa Griggs Candler	The Coca-Cola Company
Candler	The Coca-Cola Company
Asa Griggs Candler	coca cola
Candler	coca cola
Asa Griggs Candler	Coca-Cola
Candler	Coca-Cola
Armand Hammer	Occidental Petroleum
Hammer	Occidental Petroleum
Armand Hammer	OCCIDENTAL PETROLEUM CORP
Hammer	OCCIDENTAL PETROLEUM CORP
Armand Hammer	OCCIDENTAL PETROLEUM CORP /DE/
Hammer	OCCIDENTAL PETROLEUM CORP /DE/
Viktor Chernomyrdin	Gazprom
Chernomyrdin	Gazprom
Viktor Chernomyrdin	OAO Gazprom
Chernomyrdin	OAO Gazprom
Viktor Chernomyrdin	Gazprom OJSC
Chernomyrdin	Gazprom OJSC
Viktor Chernomyrdin	OJSC Gazprom
Chernomyrdin	OJSC Gazprom
Viktor Chernomyrdin	Gazprom OAO
Chernomyrdin	Gazprom OAO
Noah Samara	1worldspace
Samara	1worldspace
Noah Samara	WorldSpace, Inc
Samara	WorldSpace, Inc
Noah Samara	WorldSpace Inc
Samara	WorldSpace Inc
David H. McConnell	Avon Products
McConnell	Avon Products
Nolan Bushnell	Atari
Bushnell	Atari
Nolan Bushnell	GT INTERACTIVE SOFTWARE CORP
Bushnell	GT INTERACTIVE SOFTWARE CORP
Nolan Bushnell	INFOGRAMES INC
Bushnell	INFOGRAMES INC
Nolan Bushnell	ATARI INC
Bushnell	ATARI INC
John Mackey	Whole Foods Market
Mackey	Whole Foods Market
Renee Lawson Hardy	Whole Foods Market
Hardy	Whole Foods Market
Hans G. Knoll	Knoll
Knoll	Knoll
Bernard Kroger	Kroger
Kroger	Kroger
Bernard Kroger	The Kroger Co
Kroger	The Kroger Co
Bernard Kroger	Kroger Co
Kroger	Kroger Co
Bernard Kroger	The Kroger Company
Kroger	The Kroger Company
Alexander Graham Bell	AT&amp;T
Bell	AT&amp;T
Alexander Graham Bell	AT&amp;T Inc
Bell	AT&amp;T Inc
Alexander Graham Bell	AT&amp;T CORP
Bell	AT&amp;T CORP
Alexander Graham Bell	AMERICAN TELEPHONE &amp; TELEGRAPH CO
Bell	AMERICAN TELEPHONE &amp; TELEGRAPH CO
Alexander Graham Bell	AT&amp;T INC.
Bell	AT&amp;T INC.
Alexander Graham Bell	SOUTHWESTERN BELL CORP
Bell	SOUTHWESTERN BELL CORP
Alexander Graham Bell	SBC COMMUNICATIONS INC
Bell	SBC COMMUNICATIONS INC
Alexander Graham Bell	ATT
Bell	ATT
Nuh Naci Yazgan	Akbank
Yazgan	Akbank
Hacı Ömer Sabancı	Akbank
Sabancı	Akbank
Nuri Has	Akbank
Has	Akbank
Nuh Naci Yazgan	Akbank T.a.s.
Yazgan	Akbank T.a.s.
Hacı Ömer Sabancı	Akbank T.a.s.
Sabancı	Akbank T.a.s.
Nuri Has	Akbank T.a.s.
Has	Akbank T.a.s.
Joe Parkinson	Micron Technology
Parkinson	Micron Technology
Ward Parkinson	Micron Technology
Parkinson	Micron Technology
Doug Pitman	Micron Technology
Pitman	Micron Technology
